"","Address","Zip","Rent","Beds","Ba","Area","Bldg","Type","Laundry","Heating","Cooling","Pets","Parking","test"
"262","253 Friedell St",94124,4500,3,2.5,1318,"House","Townhouse","In Unit","Forced air","Central, Other","No","Garage",0
"263","727 Green St",94133,5500,4,5,1200,"House","Townhouse",NA,NA,NA,"Yes",NA,1
"264","1731 Vallejo St",94123,9500,2,2.5,2400,"House","Townhouse","In Unit","Forced air",NA,"No","Garage",0
"265","Eureka St",94114,10000,4,3,NA,"House","Single Family","In Unit","Forced air","None","No","Garage",0
"266","220 Fairmount St",94131,4300,2,1,1485,"House","Single Family",NA,"Other",NA,"Yes","1 space",0
"267","3655 21st St",94114,10000,3,2,2212,"House","Single Family","In Unit",NA,NA,"Yes",NA,1
"268","2233 Santiago St",94116,2100,2,1,500,"House","Single Family",NA,NA,NA,"Yes","Street",0
"269","Maddux Ave",94124,3900,3,2,1200,"House","Single Family","In Unit","Forced air",NA,"No","Garage",0
"270","2786 38th Ave",94116,5400,5,3,NA,"House","Single Family","In Unit","Forced air",NA,"Yes","Street",0
"271","21st Ave",94132,5400,3,2,NA,"House","Single Family","In Unit","Forced air","None","No",NA,0
"272","Rockdale Dr",94127,4800,3,1,1320,"House","Single Family","In Unit",NA,NA,"No",NA,0
"273","Orizaba Ave",94132,2500,2,1,1075,"House","Single Family","Shared","Forced air",NA,"No","Street",0
"274","525 20th Avenue # Upper Floor",94121,4250,2,1,NA,"House","Townhouse",NA,"Forced air",NA,"Yes",NA,1
"275","268 Madison St",94134,2000,1,1,650,"House","Single Family",NA,"Forced air","Central","Yes","Street",1
"276","848 N Point St",94109,4900,2,2,1200,"House","Single Family",NA,NA,NA,"No",NA,1
"277","Central Ave",94117,14000,5,3,2830,"House","Single Family",NA,"Radiant","Central","No",NA,1
"278","1133 Kansas St",94107,8900,3,2,2000,"House","Single Family","In Unit","Forced air","None","Yes","1 space",1
"279","2351 33rd Ave",94116,5500,4,2,1450,"House","Single Family","Shared",NA,NA,"No",NA,1
"280","Washington St",94115,15000,3,2,2488,"House","Single Family",NA,NA,NA,"No",NA,0
"281","Pierce St",94123,25000,4,3.5,3884,"House","Single Family","In Unit",NA,NA,"No",NA,1
"282","459 Colon Ave",94127,4700,3,1.5,1751,"House","Single Family","In Unit","Forced air",NA,"Yes","Street",1
"283","243 Noriega St",94122,5000,3,2.5,1675,"House","Single Family","In Unit",NA,NA,"Yes",NA,0
"284","135 Evelyn Way",94127,5880,5,3,1650,"House","Single Family","In Unit","Forced air",NA,"Yes","Street",1
"285","21 Summit Way",94132,6500,3,2,NA,"House","Single Family",NA,NA,NA,"No",NA,1
"286","1535 44th Ave",94122,5500,3,2,1300,"House","Single Family","In Unit","Forced air",NA,"Yes",NA,0
"287","831 Marina Blvd",94123,13500,3,4,2420,"House","Single Family",NA,NA,NA,"Yes",NA,1
"288","869 Faxon Ave",94112,4950,2,1,1450,"House","Single Family",NA,"Forced air",NA,"No","1 space",0
"289","253 Friedell St",94124,4500,3,2.5,1318,"House","Townhouse","In Unit","Forced air","Central, Other","No","Garage",0
"290","727 Green St",94133,5500,4,5,1200,"House","Townhouse",NA,NA,NA,"Yes",NA,1
"291","1731 Vallejo St",94123,9500,2,2.5,2400,"House","Townhouse","In Unit","Forced air",NA,"No","Garage",0
"292","Eureka St",94114,10000,4,3,NA,"House","Single Family","In Unit","Forced air","None","No","Garage",0
"293","220 Fairmount St",94131,4300,2,1,1485,"House","Single Family",NA,"Other",NA,"Yes","1 space",0
"294","3655 21st St",94114,10000,3,2,2212,"House","Single Family","In Unit",NA,NA,"Yes",NA,1
"295","2233 Santiago St",94116,2100,2,1,500,"House","Single Family",NA,NA,NA,"Yes","Street",0
"296","Maddux Ave",94124,3900,3,2,1200,"House","Single Family","In Unit","Forced air",NA,"No","Garage",1
"297","2786 38th Ave",94116,5400,5,3,NA,"House","Single Family","In Unit","Forced air",NA,"Yes","Street",1
"298","21st Ave",94132,5400,3,2,NA,"House","Single Family","In Unit","Forced air","None","No",NA,0
"299","Rockdale Dr",94127,4800,3,1,1320,"House","Single Family","In Unit",NA,NA,"No",NA,0
"300","Orizaba Ave",94132,2500,2,1,1075,"House","Single Family","Shared","Forced air",NA,"No","Street",0
"301","525 20th Avenue # Upper Floor",94121,4250,2,1,NA,"House","Townhouse",NA,"Forced air",NA,"Yes",NA,1
"302","268 Madison St",94134,2000,1,1,650,"House","Single Family",NA,"Forced air","Central","Yes","Street",0
"303","848 N Point St",94109,4900,2,2,1200,"House","Single Family",NA,NA,NA,"No",NA,0
"304","Central Ave",94117,14000,5,3,2830,"House","Single Family",NA,"Radiant","Central","No",NA,0
"305","1133 Kansas St",94107,8900,3,2,2000,"House","Single Family","In Unit","Forced air","None","Yes","1 space",0
"306","2351 33rd Ave",94116,5500,4,2,1450,"House","Single Family","Shared",NA,NA,"No",NA,0
"307","Washington St",94115,15000,3,2,2488,"House","Single Family",NA,NA,NA,"No",NA,1
"308","Pierce St",94123,25000,4,3.5,3884,"House","Single Family","In Unit",NA,NA,"No",NA,0
"309","459 Colon Ave",94127,4700,3,1.5,1751,"House","Single Family","In Unit","Forced air",NA,"Yes","Street",0
"310","243 Noriega St",94122,5000,3,2.5,1675,"House","Single Family","In Unit",NA,NA,"Yes",NA,0
"311","135 Evelyn Way",94127,5880,5,3,1650,"House","Single Family","In Unit","Forced air",NA,"Yes","Street",0
"312","21 Summit Way",94132,6500,3,2,NA,"House","Single Family",NA,NA,NA,"No",NA,0
"313","1535 44th Ave",94122,5500,3,2,1300,"House","Single Family","In Unit","Forced air",NA,"Yes",NA,1
"314","831 Marina Blvd",94123,13500,3,4,2420,"House","Single Family",NA,NA,NA,"Yes",NA,0
"315","869 Faxon Ave",94112,4950,2,1,1450,"House","Single Family",NA,"Forced air",NA,"No","1 space",0
"316","253 Friedell St",94124,4500,3,2.5,1318,"House","Townhouse","In Unit","Forced air","Central, Other","No","Garage",1
"317","727 Green St",94133,5500,4,5,1200,"House","Townhouse",NA,NA,NA,"Yes",NA,1
"318","1731 Vallejo St",94123,9500,2,2.5,2400,"House","Townhouse","In Unit","Forced air",NA,"No","Garage",0
"319","Eureka St",94114,10000,4,3,NA,"House","Single Family","In Unit","Forced air","None","No","Garage",1
"320","220 Fairmount St",94131,4300,2,1,1485,"House","Single Family",NA,"Other",NA,"Yes","1 space",0
"321","3655 21st St",94114,10000,3,2,2212,"House","Single Family","In Unit",NA,NA,"Yes",NA,0
"322","2233 Santiago St",94116,2100,2,1,500,"House","Single Family",NA,NA,NA,"Yes","Street",1
"323","Maddux Ave",94124,3900,3,2,1200,"House","Single Family","In Unit","Forced air",NA,"No","Garage",1
"324","2786 38th Ave",94116,5400,5,3,NA,"House","Single Family","In Unit","Forced air",NA,"Yes","Street",0
"325","21st Ave",94132,5400,3,2,NA,"House","Single Family","In Unit","Forced air","None","No",NA,1
"326","Rockdale Dr",94127,4800,3,1,1320,"House","Single Family","In Unit",NA,NA,"No",NA,1
"327","Orizaba Ave",94132,2500,2,1,1075,"House","Single Family","Shared","Forced air",NA,"No","Street",0
"328","525 20th Avenue # Upper Floor",94121,4250,2,1,NA,"House","Townhouse",NA,"Forced air",NA,"Yes",NA,1
"329","268 Madison St",94134,2000,1,1,650,"House","Single Family",NA,"Forced air","Central","Yes","Street",1
"330","848 N Point St",94109,4900,2,2,1200,"House","Single Family",NA,NA,NA,"No",NA,0
"331","Central Ave",94117,14000,5,3,2830,"House","Single Family",NA,"Radiant","Central","No",NA,1
"332","1133 Kansas St",94107,8900,3,2,2000,"House","Single Family","In Unit","Forced air","None","Yes","1 space",1
"333","2351 33rd Ave",94116,5500,4,2,1450,"House","Single Family","Shared",NA,NA,"No",NA,0
"334","Washington St",94115,15000,3,2,2488,"House","Single Family",NA,NA,NA,"No",NA,0
"335","Pierce St",94123,25000,4,3.5,3884,"House","Single Family","In Unit",NA,NA,"No",NA,0
"336","459 Colon Ave",94127,4700,3,1.5,1751,"House","Single Family","In Unit","Forced air",NA,"Yes","Street",1
"337","243 Noriega St",94122,5000,3,2.5,1675,"House","Single Family","In Unit",NA,NA,"Yes",NA,1
"338","135 Evelyn Way",94127,5880,5,3,1650,"House","Single Family","In Unit","Forced air",NA,"Yes","Street",1
"339","21 Summit Way",94132,6500,3,2,NA,"House","Single Family",NA,NA,NA,"No",NA,0
"340","1535 44th Ave",94122,5500,3,2,1300,"House","Single Family","In Unit","Forced air",NA,"Yes",NA,0
"341","831 Marina Blvd",94123,13500,3,4,2420,"House","Single Family",NA,NA,NA,"Yes",NA,1
"342","869 Faxon Ave",94112,4950,2,1,1450,"House","Single Family",NA,"Forced air",NA,"No","1 space",1
"343","253 Friedell St",94124,4500,3,2.5,1318,"House","Townhouse","In Unit","Forced air","Central, Other","No","Garage",1
"344","727 Green St",94133,5500,4,5,1200,"House","Townhouse",NA,NA,NA,"Yes",NA,1
"345","1731 Vallejo St",94123,9500,2,2.5,2400,"House","Townhouse","In Unit","Forced air",NA,"No","Garage",0
"346","Eureka St",94114,10000,4,3,NA,"House","Single Family","In Unit","Forced air","None","No","Garage",1
"347","220 Fairmount St",94131,4300,2,1,1485,"House","Single Family",NA,"Other",NA,"Yes","1 space",1
"348","3655 21st St",94114,10000,3,2,2212,"House","Single Family","In Unit",NA,NA,"Yes",NA,0
"349","2233 Santiago St",94116,2100,2,1,500,"House","Single Family",NA,NA,NA,"Yes","Street",1
"350","Maddux Ave",94124,3900,3,2,1200,"House","Single Family","In Unit","Forced air",NA,"No","Garage",1
"351","2786 38th Ave",94116,5400,5,3,NA,"House","Single Family","In Unit","Forced air",NA,"Yes","Street",1
"352","Waller St",94117,4100,2,1,NA,"Apt","Apartment","Shared","Forced air",NA,"Yes","Both",1
"353","Waller St",94117,3500,1,1,NA,"Apt","Apartment","Shared",NA,NA,"Yes","Both",0
"354","Venn,The Haight Ashbury floorplan 1844 Market St",94102,NA,1,1,676,"Apt","Apartment","In Unit",NA,NA,"No",NA,1
"355","Van Ness Ave",94102,4700,1,1,830,"Apt","Multi Family","In Unit",NA,NA,"Yes",NA,1
"356","Vallejo St",94123,5350,2,2,1500,"Apt","Multi Family","Shared","Baseboard","Central","Yes","Garage",0
"357","Vallejo St",94123,3900,2,1,NA,"Apt","Multi Family","Shared","Wall","None","Yes","Garage",0
"358","Union St",94123,5500,7,1,1500,"Apt","Multi Family","Shared","Forced air","None","Yes","Both",1
"359","Tehama St",94105,4000,1,1,NA,"Apt","Multi Family",NA,"Forced air","None","Yes","None",1
"360","Sutter St",94109,2295,7,1,NA,"Apt","Multi Family","Shared","Baseboard","None","Yes","Both",1
"361","Sacramento St",94115,5495,2,2,1550,"Apt","Multi Family","Shared","Radiant",NA,"Yes","Garage",0
"362","Russia Ave",94112,3000,2,1,940,"Apt","Apartment","Shared","Forced air",NA,"Yes",NA,1
"363","Rausch St",94103,2550,1,1,NA,"Apt","Multi Family","In Unit","Wall","None","Yes","Both",0
"364","Quesada Ave",94124,1900,1,1,650,"Apt","Apartment","Shared",NA,NA,"Yes","Both",1
"365","Pine St",94109,2295,1,1,NA,"Apt","Multi Family","Shared","Wall","None","Yes","Both",0
"366","Pacific Ave",94109,4250,2,2,NA,"Apt","Multi Family","Shared","Forced air","None","Yes","Garage",1
"367","Octavia St",94123,4200,2,2,NA,"Apt","Apartment","Shared",NA,NA,"Yes","Both",0
"368","Noe St",94131,3499,2,1,NA,"Apt","Apartment","Shared","Forced air",NA,"Yes","Both",0
"369","New Montgomery St",94105,5500,1,1,700,"Apt","Multi Family","In Unit",NA,NA,"No",NA,1
"370","Murray St",94110,3800,3,1,NA,"Apt","Multi Family","Shared","Forced air",NA,"Yes","Both",0
"371","Mission St",94103,3095,1,1,765,"Apt","Multi Family","In Unit","Forced air","None","Yes","Garage",0
"372","Mission St",94103,3175,1,1,NA,"Apt","Multi Family","In Unit","Forced air","Central","Yes","Both",0
"373","Mission St",94103,4495,2,2,1075,"Apt","Multi Family","In Unit","Forced air","Central","Yes","Garage",0
"374","Mission St",94103,5900,2,2,1031,"Apt","Multi Family","In Unit","Forced air","Central","No",NA,0
"375","Mission St",94103,3195,1,1,756,"Apt","Multi Family","In Unit","Forced air","None","Yes","Both",1
"376","Mcallister St",94118,4500,1,1,645,"Apt","Multi Family","In Unit",NA,NA,"No",NA,1
"377","Masonic Ave",94117,4675,2,2,1250,"Apt","Multi Family","Shared",NA,NA,"Yes","Garage",0
"378","Lombard St",94123,2250,7,1,NA,"Apt","Multi Family","Shared","Forced air",NA,"Yes","Both",0
"379","Lincoln Way",94122,2750,1,1,NA,"Apt","Apartment","Shared",NA,NA,"Yes","Both",1
"380","Laguna St",94123,2400,7,1,NA,"Apt","Multi Family","Shared","Baseboard","None","Yes","Garage",1
"381","Hayes St",94102,5750,3,2,NA,"Apt","Multi Family","Shared","Wall","None","Yes","Both",1
"382","Harrison St",94105,3299,1,1,658,"Apt","Multi Family","In Unit",NA,NA,"Yes","Garage",1
"383","Greenwich St",94123,2850,1,1,NA,"Apt","Multi Family","Shared","Forced air",NA,"Yes","Garage",0
"384","Greenwich St",94123,5900,2,1,1100,"Apt","Multi Family","In Unit",NA,NA,"No",NA,1
"385","Greenwich St",94123,4250,2,1,NA,"Apt","Multi Family","Shared","Forced air",NA,"Yes","Garage",1
"386","Golden Gate Ave",94118,2150,1,1,NA,"Apt","Multi Family","Shared","Forced air","None","Yes","Both",0
"387","Funston Ave",94118,3600,2,2,NA,"Apt","Apartment","Shared",NA,NA,"Yes","Both",0
"388","Francisco St",94133,10000,2,2,1400,"Apt","Multi Family",NA,"Radiant","Central","Yes","Garage",1
"389","Folsom St",94110,3000,1,1,1632,"Apt","Apartment",NA,NA,NA,"Yes","Both",1
"390","Fillmore St",94115,4500,2,1,NA,"Apt","Apartment","Shared",NA,NA,"Yes","Garage",1
"391","Divisadero St",94115,6950,3,1,NA,"Apt","Apartment","Shared",NA,NA,"Yes","Both",0
"392","Dalewood Way #",94127,2800,1,1,825,"Apt","Apartment","Shared","Forced air",NA,"Yes","Garage",0
"393","Clement St",94118,2495,1,1,NA,"Apt","Multi Family","Shared","Radiant","None","Yes","Both",0
"394","Clement St",94118,4500,4,2,NA,"Apt","Apartment",NA,NA,NA,"Yes",NA,0
"395","Clayton St",94114,2800,1,1,NA,"Apt","Multi Family","Shared","Forced air","Central","Yes","Garage",0
"396","Cervantes Blvd",94123,3900,1,1,NA,"Apt","Apartment","Shared",NA,NA,"Yes",NA,0
"397","California St",94109,2795,1,1,NA,"Apt","Multi Family","Shared","Baseboard","Central","Yes","Garage",1
"398","California St",94109,2650,1,1,NA,"Apt","Apartment","Shared",NA,NA,"Yes","Both",0
"399","California St",94109,3645,1,1,NA,"Apt","Multi Family","In Unit","Forced air",NA,"Yes","Garage",1
"400","Buena Vista Ter",94117,5400,2,2,1100,"Apt","Multi Family","In Unit",NA,NA,"Yes",NA,1
"401","Buchanan St",94102,4750,2,2,NA,"Apt","Multi Family","In Unit","Forced air",NA,"Yes","Garage",1
"402","Buchanan St",94102,4650,1,1,600,"Apt","Multi Family","In Unit",NA,NA,"No","Garage",1
"403","Brosnan St",94103,8500,3,3.5,NA,"Apt","Multi Family","In Unit","Forced air","None","Yes","Garage",1
"404","Broadway",94109,4200,1,1,NA,"Apt","Multi Family","Shared","Radiant","None","Yes","Garage",1
"405","Broadway St",94115,4500,1,1,NA,"Apt","Multi Family","Shared","Forced air","None","Yes","Garage",1
"406","Brannan St",94107,6000,2,2,1200,"Apt","Multi Family",NA,"Forced air","Central","Yes","Garage",0
"407","Bay St",94133,2895,1,1,850,"Apt","Multi Family","Shared","Forced air","Central","Yes","Garage",0
"408","Ashbury St",94117,3595,2,1,NA,"Apt","Multi Family","Shared","Wall","None","Yes","Both",1
"409","995 Clayton St",94117,3850,2,1,1200,"Apt","Apartment","Shared",NA,"Central","Yes","Garage",0
"410","980 Capp St",94110,2300,1,1,4882,"Apt","Apartment",NA,"Forced air","Wall","Yes",NA,0
"411","955 Bush St APT 506",94109,1850,7,1,NA,"Apt","Multi Family",NA,NA,NA,"No",NA,0
"412","95 Orange Aly # 101",94110,4600,2,1,NA,"Apt","Multi Family","In Unit",NA,NA,"Yes",NA,0
"413","95 Grand View Ave",94114,3550,1,1,623,"Apt","Multi Family",NA,NA,NA,"No","Garage",1
"414","940-942 Hayes",94117,4595,2,1,879,"Apt","Multi Family",NA,NA,NA,"No",NA,0
"415","94 Sussex St",94131,3900,1,1,1200,"Apt","Apartment","In Unit","Forced air",NA,"Yes","1",1
"416","919 Sutter St",94109,1895,7,1,575,"Apt","Apartment","Shared",NA,NA,"Yes","Both",1
"417","904 Corbett Ave",94131,3245,2,1,NA,"Apt","Apartment",NA,NA,NA,"Yes","Garage",1
"418","90 Alhambra St APT 201",94123,2330,7,1,480,"Apt","Apartment","Shared",NA,NA,"Yes","Garage",1
"419","899 Green St APT 110",94133,3400,1,1,NA,"Apt","Multi Family",NA,NA,NA,"No",NA,1
"420","875 Le Conte Avenue # First Floor",94124,2850,2,2,NA,"Apt","Apartment",NA,NA,NA,"Yes","Both",1
"421","855 Folsom St APT 903",94107,4799,2,2,1100,"Apt","Apartment","In Unit","Forced air",NA,"Yes","Both",0
"422","85 Richland Ave APT 1",94110,2195,1,1,NA,"Apt","Apartment",NA,NA,NA,"Yes",NA,1
"423","85 Carl St APT 14",94117,2795,2,1,700,"Apt","Multi Family",NA,NA,NA,"Yes","Both",1
"424","839 Jones St APT 11",94109,2245,7,1,NA,"Apt","Multi Family",NA,NA,NA,"Yes",NA,1
"425","833 Ashbury St APT 4",94117,4500,2,1,1000,"Apt","Apartment","Shared",NA,NA,"Yes",NA,1
"426","83 Mcallister St APT 505",94102,2995,1,1,409,"Apt","Multi Family","Shared",NA,NA,"Yes","Both",0
"427","829 Leavenworth St APT 600",94109,4195,2,1,NA,"Apt","Apartment",NA,NA,NA,"Yes",NA,0
"428","825 Geary St",94109,2795,1,1,1000,"Apt","Apartment","Shared","Forced air",NA,"Yes",NA,0
"429","824 Brazil Ave",94112,4600,3,2,NA,"Apt","Multi Family","Shared",NA,NA,"Yes",NA,0
"430","823 Carolina St",94107,2500,7,1,800,"Apt","Apartment","Shared","Forced air",NA,"Yes","Both",0
"431","821 Geary St APT 4",94109,2095,7,1,NA,"Apt","Apartment",NA,NA,NA,"Yes",NA,0
"432","8200 Oceanview Ter APT 213",94132,2880,1,1,784,"Apt","Multi Family","In Unit",NA,NA,"Yes",NA,1
"433","811 14th St",94114,3750,2,1,NA,"Apt","Multi Family",NA,NA,NA,"Yes",NA,1
"434","810 Eddy St",94109,2150,7,1,NA,"Apt","Apartment","Shared",NA,NA,"Yes",NA,0
"435","807 Burnett Ave APT 3",94131,5950,2,2,NA,"Apt","Apartment","Shared","Forced air",NA,"Yes","Garage",1
"436","802 Hayes St APT 6",94117,2250,1,1,NA,"Apt","Multi Family",NA,NA,NA,"Yes",NA,0
"437","8 Steiner St",94117,4100,1,1,640,"Apt","Apartment","In Unit","Forced air",NA,"Yes","Garage",0
"438","795 Pine St",94108,2795,7,1,892,"Apt","Apartment","In Unit","Forced air","Other","No","Both",0
"439","791 7th Ave # 2ND",94118,2800,1,1,NA,"Apt","Apartment",NA,NA,NA,"Yes","Both",0
"440","790 California St",94108,2450,7,1,300,"Apt","Apartment","Shared",NA,NA,"Yes",NA,1
"441","790 43rd Ave # INLAW",94121,2300,2,1,460,"Apt","Apartment",NA,"Forced air",NA,"Yes","Both",1
"442","781 Guerrero St",94110,3450,2,1,NA,"Apt","Multi Family",NA,NA,NA,"No",NA,0
"443","775 Post St",94109,3800,2,1,1000,"Apt","Apartment","Shared",NA,NA,"Yes",NA,1
"444","7700 Geary Blvd",94121,2595,1,1,NA,"Apt","Apartment",NA,NA,NA,"Yes","Garage",1
"445","770 Natoma St APT 5",94103,3590,2,1,560,"Apt","Multi Family",NA,NA,NA,"Yes","Both",1
"446","77 Bluxome St",94107,2452,7,1,233,"Apt","Apartment",NA,NA,NA,"No",NA,0
"447","765 Ofarrell St APT 7",94109,1850,7,NA,475,"Apt","Apartment",NA,NA,"Wall","No","Both",1
"448","760 12th Avenue # Top Floor",94118,5200,2,2,1600,"Apt","Apartment","In Unit","Forced air","Central","Yes","Garage",0
"449","756 Page St APT 5",94117,5895,3,2,NA,"Apt","Apartment",NA,NA,NA,"Yes",NA,1
"450","747 Geary St",94109,2895,1,1,860,"Apt","Apartment","Shared",NA,NA,"Yes",NA,0
"451","747 16th Ave",94118,4200,3,2,4351,"Apt","Apartment","Shared","Forced air","Central","Yes","Both",0
"452","74 Cook St",94118,4200,3,2,NA,"Apt","Apartment",NA,"Forced air",NA,"Yes","Both",1
"453","738 Long Bridge St APT 512",94158,5495,2,2,1210,"Apt","Multi Family",NA,"Forced air","Central","Yes",NA,1
"454","733 Front St UNIT 507",94111,4295,1,1,NA,"Apt","Multi Family",NA,NA,NA,"No",NA,1
"455","731 Waller St # B",94117,3195,1,1,NA,"Apt","Apartment","Shared","Forced air",NA,"Yes",NA,1
"456","729 18th Ave",94121,4500,2,1,1600,"Apt","Multi Family","In Unit","Forced air",NA,"Yes",NA,1
"457","722 Larkin St APT 7",94109,2700,2,1,NA,"Apt","Apartment",NA,NA,NA,"Yes",NA,0
"458","716 2nd Ave APT 3",94118,3495,1,1,550,"Apt","Multi Family",NA,NA,NA,"Yes","1",0
"459","711 22nd St",94107,2500,1,1,550,"Apt","Apartment","Shared",NA,NA,"Yes",NA,1
"460","709 Clayton St",94117,3450,1,1,800,"Apt","Apartment",NA,NA,NA,"Yes",NA,1
"461","690 Pennsylvania Ave APT 119",94107,3900,1,1.5,1152,"Apt","Multi Family",NA,NA,NA,"No",NA,0
"462","633 Masonic Ave",94117,6500,2,1,3110,"Apt","Apartment",NA,"Forced air",NA,"Yes","Both",0
"463","628 Hyde Street # FL GROUND",94109,2400,7,1,550,"Apt","Apartment",NA,"Forced air",NA,"Yes",NA,0
"464","627 Corbett Ave APT 5",94114,2200,7,1,200,"Apt","Apartment","Shared","Forced air",NA,"Yes","Both",1
"465","625 Leavenworth St APT 303",94109,2095,7,1,NA,"Apt","Apartment","Shared",NA,NA,"Yes",NA,0
"466","615 Minna St APT B",94103,3500,2,1,650,"Apt","Multi Family",NA,NA,NA,"Yes",NA,0
"467","615 Greenwich St",94133,3900,1,1,NA,"Apt","Apartment","In Unit",NA,NA,"Yes",NA,1
"468","615 15th Ave # B",94118,2000,7,1,NA,"Apt","Apartment",NA,NA,NA,"No",NA,1
"469","614 4th Ave # A",94118,2600,1,1,500,"Apt","Apartment",NA,NA,NA,"Yes","Both",0
"470","605 Washington St",94111,3050,1,1,983,"Apt","Apartment",NA,NA,NA,"Yes","Both",0
"471","601 Burnett Ave APT 6",94131,3095,1,1,500,"Apt","Multi Family",NA,NA,NA,"Yes",NA,0
"472","6 Mint Plz APT 303A",94103,5000,2,1,712,"Apt","Apartment",NA,NA,NA,"No",NA,1
"473","5900 3rd St UNIT 2308",94124,3490,2,2,1016,"Apt","Multi Family","In Unit",NA,NA,"Yes","Garage",1
"474","571 Minna St",94103,3795,2,2,NA,"Apt","Apartment","Shared",NA,NA,"Yes",NA,0
"475","562 Belvedere St APT 4",94117,3795,2,1,850,"Apt","Multi Family","Shared",NA,NA,"Yes","Both",0
"476","560 26th Ave",94121,3100,2,1,NA,"Apt","Apartment",NA,"Forced air",NA,"Yes","Both",0
"477","549 Lombard St",94133,4950,2,1,1180,"Apt","Apartment",NA,NA,NA,"Yes","Both",1
"478","530 Grove St APT 3",94102,2500,7,1,NA,"Apt","Apartment",NA,NA,NA,"Yes","Both",0
"479","527 3rd St APT 301",94107,2250,1,1,350,"Apt","Apartment","Shared",NA,NA,"Yes","Both",0
"480","525 7th Ave",94118,5800,4,2,2125,"Apt","Apartment",NA,"Forced air",NA,"Yes",NA,0
"481","521 Dolores St",94110,7500,3,2,1750,"Apt","Apartment","In Unit",NA,NA,"Yes","Garage",1
"482","52 Rausch St APT 103",94103,3346,1,1.5,756,"Apt","Multi Family",NA,NA,NA,"No",NA,1
"483","52 Edith St",94133,3595,2,1,600,"Apt","Apartment",NA,NA,NA,"No",NA,1
"484","509 Sanchez St",94114,4250,2,1,NA,"Apt","Apartment","In Unit","Forced air",NA,"Yes",NA,0
"485","508 Octavia St APT 9",94102,2795,1,1,NA,"Apt","Apartment",NA,NA,NA,"Yes",NA,1
"486","500A 19th Ave",94121,3000,2,1,NA,"Apt","Apartment",NA,NA,NA,"Yes","Garage",1
"487","5 Alma St APT 3",94117,3750,1,1,962,"Apt","Multi Family",NA,NA,NA,"Yes",NA,0
"488","499 Marina Blvd APT 104",94123,4000,1,1,1200,"Apt","Multi Family",NA,NA,NA,"Yes","18",1
"489","497 Monterey Blvd",94127,3200,2,1,2532,"Apt","Apartment","In Unit","Forced air",NA,"Yes","Both",1
"490","495 Francisco St # D",94133,2900,1,1,700,"Apt","Apartment",NA,NA,NA,"Yes","Both",0
"491","480 Mission Bay Blvd N UNIT 512",94158,5100,2,2,1226,"Apt","Apartment","In Unit","Forced air","Central","No","Garage",1
"492","476 25th Ave",94121,3450,2,1,1000,"Apt","Apartment","In Unit",NA,NA,"Yes","Both",1
"493","4740 Balboa St APT 210",94121,2495,1,1,NA,"Apt","Multi Family",NA,NA,NA,"Yes","Both",1
"494","473 Elizabeth St APT 1",94114,3995,2,1,875,"Apt","Apartment","In Unit","Forced air",NA,"Yes","Both",0
"495","469 Clementina St",94103,3195,1,1,700,"Apt","Apartment","Shared","Forced air","Central","Yes","Garage",0
"496","467 8th Ave APT 1",94118,2825,1,1,750,"Apt","Multi Family","Shared",NA,NA,"Yes",NA,0
"497","463 Central Ave",94117,4500,3,1,NA,"Apt","Apartment",NA,"Forced air",NA,"Yes","Both",1
"498","458 Sanchez St # B",94114,3670,1,1,625,"Apt","Apartment","Shared","Forced air",NA,"Yes","Garage",1
"499","455 Burnett Ave",94131,2800,1,1,NA,"Apt","Apartment","Shared",NA,NA,"Yes","Garage",1
"500","455 14th St # 3RD",94103,6495,3,2,NA,"Apt","Apartment","In Unit",NA,NA,"Yes",NA,1
"501","453 Union St # 453A",94133,2800,1,1,600,"Apt","Apartment",NA,NA,NA,"Yes",NA,0
"502","451A 26th Ave",94121,5000,4,2,NA,"Apt","Multi Family",NA,NA,NA,"Yes",NA,0
"503","437 Spruce St",94118,4195,2,1.5,1000,"Apt","Apartment","Shared","Forced air",NA,"Yes","Both",0
"504","435 Euclid Ave",94118,2950,1,1,NA,"Apt","Apartment",NA,"Forced air",NA,"Yes","Both",0
"505","435 China Basin St",94158,4800,2,2,1170,"Apt","Multi Family","In Unit","Forced air","Other","No","Garage",0
"506","435 China Basin St UNIT 428",94158,4800,2,2,1185,"Apt","Multi Family",NA,NA,NA,"No",NA,0
"507","431 Capistrano Ave",94112,2300,2,1,NA,"Apt","Apartment","Shared","Forced air",NA,"Yes","Both",0
"508","43 Lobos St",94112,2700,2,1,900,"Apt","Apartment",NA,NA,"Central","Yes","Both",1
"509","429 Corbett Avenue # FL 3RD",94114,3770,2,1,980,"Apt","Apartment","Shared","Forced air",NA,"Yes","Both",0
"510","425 Marina Blvd",94123,20000,4,4,4610,"Apt","Multi Family","In Unit","Forced air","Central","No",NA,0
"511","423 Waller Street 9 423 Waller St # 9",94117,3500,2,1,NA,"Apt","Multi Family",NA,NA,NA,"No",NA,0
"512","4220 Cesar Chavez St APT 105",94131,3795,2,2,NA,"Apt","Multi Family",NA,NA,NA,"Yes",NA,0
"513","42 Terra Vista Ave APT 3",94115,4000,1,1,880,"Apt","Multi Family","In Unit",NA,NA,"No","Both",1
"514","42 Castro St APT 6",94114,2675,7,1,NA,"Apt","Apartment","Shared",NA,NA,"Yes",NA,0
